osmid,lanes,name,highway,maxspeed,oneway,length,geometry,width,bridge,ref,access,tunnel,junction,service,area,est_width,u,v,key
659119232,,,path,,False,18.046,"LINESTRING (13.3188885 52.5193648, 13.3188314 52.5193254, 13.3187734 52.5193188, 13.3186966 52.5192616)",,,,,,,,,,6171096605,6020240416,0
661572059,,,path,,False,91.06,"LINESTRING (13.2058819 52.5416874, 13.206017 52.5418173, 13.2060927 52.5418453, 13.2061108 52.5418631, 13.2062742 52.542112, 13.2063833 52.5424275)",,,,,,,,,,6193446680,4440601998,0
661572059,,,path,,False,45.732,"LINESTRING (13.2058819 52.5416874, 13.2059516 52.5416066, 13.2060636 52.541549, 13.2061567 52.5414916, 13.2061892 52.5414582, 13.2061574 52.5413485)",,,,,,,,,,6193446680,275030459,0
664769708,,,path,,False,265.609,"LINESTRING (13.5455863 52.5679704, 13.5460299 52.5680378, 13.5464054 52.5681096, 13.5468775 52.568218, 13.5473128 52.5683149, 13.5474998 52.5683566, 13.5484251 52.5685799, 13.5490449 52.5687269, 13.5492733 52.5687898)",,,,,,,,,,6222396481,8434004023,0
891460550,,,path,,False,108.826,"LINESTRING (13.5455863 52.5679704, 13.5453709 52.5679561, 13.5452178 52.5679466, 13.5450374 52.567953, 13.5448506 52.5679632, 13.5446365 52.5679861, 13.5444536 52.5680089, 13.5442655 52.5680452, 13.5440951 52.568076, 13.5440936 52.5680763, 13.5440087 52.5680954)",,,,,,,,,,6222396481,8285953858,0
891460551,,,path,,False,15.858,"LINESTRING (13.5455863 52.5679704, 13.5456059 52.5678835, 13.5456047 52.5678286)",,,,,,,,,,6222396481,8286026241,0
98891328,,Hirzerweg,path,,False,288.861,"LINESTRING (13.3861794 52.4336043, 13.3864885 52.4324716, 13.3865598 52.4322227, 13.3865221 52.4321572, 13.3864339 52.4319536, 13.386426 52.4318984, 13.3864445 52.4318213, 13.3865416 52.431602, 13.3866655 52.4313146, 13.386747 52.4311735, 13.3868067 52.4310701)",,,,,,,,,,6235149702,2113032572,0
22909808,,,path,,False,38.138,"LINESTRING (13.3882491 52.3821969, 13.388811 52.3821956)",,,,,,,,,,6256321510,6256321511,0
22909808,,,path,,False,38.138,"LINESTRING (13.388811 52.3821956, 13.3882491 52.3821969)",,,,,,,,,,6256321511,6256321510,0
98843704,,,path,,False,56.787,"LINESTRING (13.4186561 52.4015716, 13.4187055 52.4011653, 13.4186867 52.4011105, 13.4186481 52.4010695)",,,,,,,,,,6258492675,1143432318,0
98843707,,,path,,False,58.91,"LINESTRING (13.4157854 52.4014432, 13.415862 52.4009589, 13.4158036 52.4009344)",,,,,,,,,,6258492680,1143432342,0
154686478,,,path,,False,174.197,"LINESTRING (13.4048112 52.3953315, 13.4048803 52.3952168, 13.4048974 52.3949778, 13.4048429 52.3944205, 13.4047792 52.3939176, 13.404765 52.3937754)",,,,,,,,,,6268091979,26722897,0
176284639,,,path,,False,294.114,"LINESTRING (13.3884556 52.424878, 13.3882752 52.4255319, 13.3882296 52.4257059, 13.3882038 52.4258961, 13.3880093 52.4265336, 13.3878523 52.427121, 13.3877618 52.4274478, 13.3877468 52.4274866)",,,,,,,,,,6268348846,1868330812,0
32214811,,,path,,False,357.799,"LINESTRING (13.4737546 52.4196432, 13.4739191 52.419633, 13.4741748 52.4195834, 13.4749048 52.4195703, 13.4750463 52.4195514, 13.4754195 52.4194602, 13.4756945 52.4194097, 13.4759989 52.4193378, 13.4763005 52.4192142, 13.4768504 52.4190366, 13.4771168 52.4189287, 13.4774429 52.4188425, 13.4775316 52.41879, 13.4775497 52.4187476, 13.4776978 52.4186549, 13.4778247 52.4185318, 13.4780663 52.4184041, 13.4783254 52.4182845)",,,,,,,,,,6402182563,361243637,0
"[865716504, 865716505]",,,path,,True,73.25299999999999,"LINESTRING (13.5652057 52.5258278, 13.5651987 52.5257749, 13.5652513 52.5256743, 13.565224 52.5255341, 13.5651587 52.5252452, 13.5651436 52.5251785)",,,,,,,,,,6416966669,8064477995,0
"[869031643, 865218419, 684872879]",,,path,,False,1858.25,"LINESTRING (13.5652057 52.5258278, 13.565441 52.526847, 13.565547 52.5272884, 13.5655993 52.5277118, 13.5656489 52.5279011, 13.5656436 52.528305, 13.5656247 52.5284576, 13.5656098 52.5285785, 13.5655923 52.5287372, 13.5655497 52.5289494, 13.5655153 52.5291209, 13.5655004 52.5292108, 13.5654709 52.5294185, 13.5654393 52.5295898, 13.5653907 52.5298996, 13.5653659 52.5301353, 13.5653403 52.5307122, 13.5653527 52.531082, 13.5654543 52.5317074, 13.5655297 52.5320612, 13.5657026 52.5328722, 13.565835 52.5334406, 13.5658644 52.5335669, 13.5659184 52.5337316, 13.5660562 52.5341961, 13.5660758 52.534262, 13.5660934 52.5343213, 13.5661202 52.5343856, 13.5661349 52.534421, 13.5661462 52.5344439, 13.5663896 52.5349349, 13.5664305 52.5350153, 13.5664607 52.5350748, 13.5670377 52.5359542, 13.5674403 52.5365719, 13.5679459 52.5373359, 13.5683196 52.5378976, 13.5683932 52.538017, 13.5684192 52.5380606, 13.5684459 52.5381053, 13.5684969 52.5381822, 13.5685289 52.5382358, 13.5685589 52.5382861, 13.56862 52.5384019, 13.5686459 52.538507, 13.568667 52.5385389, 13.5687745 52.538701, 13.5689291 52.5389735, 13.5689733 52.539078, 13.5690349 52.5392854, 13.5691575 52.5396136, 13.5692439 52.5398897, 13.5693425 52.5401903, 13.5694302 52.5404757, 13.5694991 52.5406599, 13.5695384 52.5407911, 13.569573 52.5409072, 13.5695874 52.5409573, 13.5696309 52.5411008, 13.5696347 52.5412051, 13.5696698 52.5412901, 13.5697069 52.54138, 13.5698057 52.5415418, 13.5698785 52.5416898, 13.5699894 52.5419989, 13.5700197 52.5420906)",,,,,,,,,,6416966669,8314371075,0
870018825,,,path,,True,28.587,"LINESTRING (13.5652057 52.5258278, 13.5651004 52.5257243, 13.5650119 52.5256459, 13.5649583 52.5256223)",,,,,,,,,,6416966669,6416966679,0
119505398,,,path,,False,46.675,"LINESTRING (13.4056074 52.4309141, 13.4056202 52.4310092, 13.405801 52.4310006, 13.4061456 52.4309612)",,,,,,,,,,6438753662,8386423686,0
902944037,,,path,,False,36.94,"LINESTRING (13.4056074 52.4309141, 13.4058041 52.430941, 13.4059898 52.4309552, 13.4061456 52.4309612)",,,,,,,,,,6438753662,8386423686,1
119505398,,,path,,False,24.485999999999997,"LINESTRING (13.4056074 52.4309141, 13.4053743 52.4308724, 13.4052822 52.4308272)",,,,,,,,,,6438753662,4427963633,0
"[688453528, 688453527]",,,path,,False,918.9,"LINESTRING (13.5300065 52.4400998, 13.5301888 52.4402128, 13.530972 52.4406542, 13.5316626 52.4410764, 13.5311839 52.4414423, 13.5305724 52.4418837, 13.5297542 52.4425246, 13.5295045 52.4427032, 13.5292951 52.4428529, 13.5284963 52.4434239, 13.5278901 52.4438408, 13.5266607 52.4446474, 13.5264256 52.4448054, 13.5253984 52.4454953, 13.5247117 52.4458632, 13.5241646 52.4461787)",3,,,,,,,,,6455928015,6595186724,0
702305714,,,path,,False,9.077,"LINESTRING (13.5236496 52.446401, 13.5235369 52.4463569)",3,,,,,,,,,6455928024,6595186716,0
850224606,,,path,,False,42.77,"LINESTRING (13.5236496 52.446401, 13.5241646 52.4461787)",3,,,,,,,,,6455928024,6595186724,0
850224606,,,path,,False,7.83,"LINESTRING (13.5236496 52.446401, 13.5235739 52.4464542)",3,,,,,,,,,6455928024,6595186715,0
850224607,,,path,,False,73.099,"LINESTRING (13.5224318 52.4470762, 13.5227611 52.4469086, 13.5232566 52.4466526)",3,,,,,,,,,6455928025,6595186722,0
"[753597880, 689021662]",,Bellevueallee,path,,False,93.81500000000001,"LINESTRING (13.3719581 52.5113657, 13.3713884 52.5112895, 13.3712579 52.5112699, 13.3711963 52.5112606, 13.37104 52.511238, 13.3709695 52.5112282, 13.3708803 52.5112158, 13.3707997 52.5113794)",,,,,,,,,,6463233253,5140469214,0
689248318,,,path,,False,9.054,"LINESTRING (13.4446305 52.4457098, 13.4446336 52.4457912)",,,,,,,,,,6465898466,34967000,0
479680820,,,path,,False,13.795,"LINESTRING (13.4446305 52.4457098, 13.4445843 52.4457119, 13.4444275 52.4457188)",,,,,,,,,,6465898466,4727372730,0
846732246,,,path,,False,79.776,"LINESTRING (13.4446305 52.4457098, 13.4446468 52.4457091, 13.4447362 52.4457052, 13.4458045 52.445658)",,,,,,,,,,6465898466,4726757737,0
22772813,,,path,,False,5.182,"LINESTRING (13.4140923 52.4881481, 13.4140922 52.4881015)",6,,,,,,,,,6556641548,6555693270,0
377481632,,,path,,False,456.197,"LINESTRING (13.1343615 52.4611283, 13.1340991 52.4612947, 13.1336422 52.461625, 13.1334819 52.4617289, 13.133154 52.4618403, 13.1330257 52.4619284, 13.1305499 52.4636291, 13.1303412 52.463761, 13.1302051 52.4638731, 13.1301545 52.4639387, 13.1299539 52.4641933)",,,,,,,,,,6573300601,6573300611,0
377481632,,,path,,False,1000.5700000000003,"LINESTRING (13.1343615 52.4611283, 13.1343454 52.4611089, 13.1343453 52.4610854, 13.1343616 52.4610573, 13.135323 52.4604217, 13.1357571 52.4601382, 13.1367631 52.4593004, 13.1378991 52.458308, 13.1380231 52.4583436, 13.1381663 52.4584003, 13.1412615 52.4558012, 13.1414705 52.4556131, 13.1417555 52.4554825, 13.1428993 52.4550319, 13.143043 52.4549308, 13.1434326 52.4546929, 13.1437603 52.4544967)",,,,,,,,,,6573300601,5895007367,0
699975735,,,path,,False,1875.3709999999999,"LINESTRING (13.1343615 52.4611283, 13.1344116 52.4611871, 13.1344049 52.46125, 13.1338472 52.4616185, 13.1336235 52.4617664, 13.1333524 52.462012, 13.1329925 52.4622397, 13.1319919 52.4628875, 13.1311195 52.4634534, 13.130569 52.4638104, 13.1304788 52.4638689, 13.1303378 52.4639935, 13.1302056 52.4641513, 13.130221 52.4641874, 13.1300119 52.4644542, 13.1297504 52.4647817, 13.1293108 52.4653324, 13.1286385 52.4661744, 13.1285592 52.4662737, 13.128348 52.4664795, 13.1279639 52.4667538, 13.1279437 52.4667682, 13.1271828 52.4673767, 13.1271621 52.4674831, 13.1267324 52.4678331, 13.1266382 52.4678667, 13.1265902 52.4679025, 13.1264532 52.4680108, 13.1263877 52.4680767, 13.1263707 52.4681302, 13.1261145 52.4683192, 13.1259687 52.4683751, 13.125047 52.4690884, 13.1247719 52.469362, 13.1245391 52.4696671, 13.123427 52.4712621, 13.123259 52.4715877, 13.1232099 52.4716598, 13.123015 52.4719404, 13.1228337 52.4721938, 13.122708 52.4722896, 13.1220928 52.4731562, 13.1210757 52.4746202, 13.1210366 52.4747459, 13.1209506 52.4749186, 13.1208798 52.4750619, 13.1210625 52.4752704, 13.1212838 52.4754032)",,,,,,,,,,6573300601,249784310,0
377481632,,,path,,False,456.19699999999995,"LINESTRING (13.1299539 52.4641933, 13.1301545 52.4639387, 13.1302051 52.4638731, 13.1303412 52.463761, 13.1305499 52.4636291, 13.1330257 52.4619284, 13.133154 52.4618403, 13.1334819 52.4617289, 13.1336422 52.461625, 13.1340991 52.4612947, 13.1343615 52.4611283)",,,,,,,,,,6573300611,6573300601,0
850224609,,,path,,False,26.258,"LINESTRING (13.5235074 52.4461639, 13.5233089 52.4463667)",3,,,,,,,,,6595186710,6595186718,0
702305714,,,path,,False,22.536,"LINESTRING (13.5235074 52.4461639, 13.5234806 52.4462931, 13.5235369 52.4463569)",3,,,,,,,,,6595186710,6595186716,0
702305714,,,path,,False,41.203,"LINESTRING (13.5235074 52.4461639, 13.5237166 52.4460446, 13.5240304 52.4460021)",3,,,,,,,,,6595186710,6595186712,0
702305714,,,path,,False,41.203,"LINESTRING (13.5240304 52.4460021, 13.5237166 52.4460446, 13.5235074 52.4461639)",3,,,,,,,,,6595186712,6595186710,0
702305714,,,path,,False,25.558,"LINESTRING (13.5240304 52.4460021, 13.5241538 52.4460397, 13.5241941 52.4461018, 13.5241646 52.4461787)",3,,,,,,,,,6595186712,6595186724,0
"[850224608, 206889089]",,,path,,False,116.008,"LINESTRING (13.5240304 52.4460021, 13.5237227 52.4458968, 13.5227696 52.4464871)",3,,,,,,,,,6595186712,385440833,0
702305715,,,path,,False,11.106,"LINESTRING (13.5235739 52.4464542, 13.5235369 52.4463569)",3,,,,,,,,,6595186715,6595186716,0
850224606,,,path,,False,7.83,"LINESTRING (13.5235739 52.4464542, 13.5236496 52.446401)",3,,,,,,,,,6595186715,6455928024,0
850224606,,,path,,False,30.895000000000003,"LINESTRING (13.5235739 52.4464542, 13.5233867 52.4465857, 13.5232566 52.4466526)",3,,,,,,,,,6595186715,6595186722,0
702305714,,,path,,False,9.077,"LINESTRING (13.5235369 52.4463569, 13.5236496 52.446401)",3,,,,,,,,,6595186716,6455928024,0
702305715,,,path,,False,11.106,"LINESTRING (13.5235369 52.4463569, 13.5235739 52.4464542)",3,,,,,,,,,6595186716,6595186715,0
702305714,,,path,,False,22.536,"LINESTRING (13.5235369 52.4463569, 13.5234806 52.4462931, 13.5235074 52.4461639)",3,,,,,,,,,6595186716,6595186710,0
702305715,,,path,,False,17.406,"LINESTRING (13.5235369 52.4463569, 13.523443 52.4463258, 13.5233089 52.4463667)",3,,,,,,,,,6595186716,6595186718,0
850224609,,,path,,False,26.258,"LINESTRING (13.5233089 52.4463667, 13.5235074 52.4461639)",3,,,,,,,,,6595186718,6595186710,0
702305715,,,path,,False,17.406,"LINESTRING (13.5233089 52.4463667, 13.523443 52.4463258, 13.5235369 52.4463569)",3,,,,,,,,,6595186718,6595186716,0
702305715,,,path,,False,38.204,"LINESTRING (13.5233089 52.4463667, 13.5231775 52.4464746, 13.52314 52.4465694, 13.5231614 52.4466004, 13.5232566 52.4466526)",3,,,,,,,,,6595186718,6595186722,0
702305715,,,path,,False,38.204,"LINESTRING (13.5232566 52.4466526, 13.5231614 52.4466004, 13.52314 52.4465694, 13.5231775 52.4464746, 13.5233089 52.4463667)",3,,,,,,,,,6595186722,6595186718,0
850224606,,,path,,False,30.895000000000003,"LINESTRING (13.5232566 52.4466526, 13.5233867 52.4465857, 13.5235739 52.4464542)",3,,,,,,,,,6595186722,6595186715,0
850224607,,,path,,False,73.099,"LINESTRING (13.5232566 52.4466526, 13.5227611 52.4469086, 13.5224318 52.4470762)",3,,,,,,,,,6595186722,6455928025,0
850224606,,,path,,False,42.77,"LINESTRING (13.5241646 52.4461787, 13.5236496 52.446401)",3,,,,,,,,,6595186724,6455928024,0
"[688453528, 688453527]",,,path,,False,918.9000000000001,"LINESTRING (13.5241646 52.4461787, 13.5247117 52.4458632, 13.5253984 52.4454953, 13.5264256 52.4448054, 13.5266607 52.4446474, 13.5278901 52.4438408, 13.5284963 52.4434239, 13.5292951 52.4428529, 13.5295045 52.4427032, 13.5297542 52.4425246, 13.5305724 52.4418837, 13.5311839 52.4414423, 13.5316626 52.4410764, 13.530972 52.4406542, 13.5301888 52.4402128, 13.5300065 52.4400998)",3,,,,,,,,,6595186724,6455928015,0
702305714,,,path,,False,25.558,"LINESTRING (13.5241646 52.4461787, 13.5241941 52.4461018, 13.5241538 52.4460397, 13.5240304 52.4460021)",3,,,,,,,,,6595186724,6595186712,0
"[703182870, 824819951]",,,path,,True,177.869,"LINESTRING (13.1990292 52.533105, 13.1990031 52.5331588, 13.1990003 52.5332172, 13.1990064 52.5332633, 13.19905 52.533344, 13.1992558 52.5336838, 13.199392 52.5338796, 13.1997232 52.5344147, 13.1998251 52.5346126)",,,,,,,,,,6603576557,6603576553,0
"[907475690, 907475691, 824819956]",,,path,,False,19.698,"LINESTRING (13.1990292 52.533105, 13.198971 52.5330871, 13.198927 52.5330735, 13.1988822 52.5330538, 13.1988569 52.5330426, 13.1988314 52.5330157, 13.1988163 52.5329938)",,,,,,,,,,6603576557,5780719845,0
"[36097304, 36097314, 198944558]",,,path,,False,44.986999999999995,"LINESTRING (13.498121 52.4952071, 13.4982147 52.4953835, 13.4982413 52.4954547, 13.4982778 52.4955514, 13.4982803 52.4955576, 13.4982913 52.4955976)","['3', '4']",,,,,,,,,6612935117,281387006,0
"[36097304, 36097313, 627526155, 36097303]",,,path,,False,58.613,"LINESTRING (13.498121 52.4952071, 13.4981102 52.4951841, 13.4980506 52.4950573, 13.4980364 52.4950272, 13.4980532 52.4949332, 13.4982431 52.4947167)","['5', '4']",yes,,,,,,,,6612935117,1547251889,0
"[198585465, 136615899, 198585460]",,,path,,False,405.39699999999993,"LINESTRING (13.498121 52.4952071, 13.4973006 52.4956077, 13.4969435 52.4958162, 13.4959163 52.4964778, 13.4957311 52.4965835, 13.4947539 52.4972609, 13.4945879 52.4973698, 13.4943306 52.4975527, 13.4940481 52.4977442, 13.4939434 52.4978092)","['2.5', '3']",,,,,,,,,6612935117,512101162,0
885509773,,,path,,False,5.321,"LINESTRING (13.3684714 52.5056221, 13.3684442 52.505667)",,,,,,,,,,6636892338,388575369,0
706803042,,,path,,False,46.167,"LINESTRING (13.3278926 52.4724118, 13.3281646 52.4724148, 13.3284563 52.4724165, 13.3285741 52.4724181)",4,,,,,,,,,6641789187,26849080,0
12307700,,Crellestraße,path,,False,19.705,"LINESTRING (13.3606793 52.4879362, 13.360919 52.4880367)",,,,,,,,,,6673527143,28092690,0
12307700,,Crellestraße,path,,False,10.924,"LINESTRING (13.3606793 52.4879362, 13.3605464 52.4878805)",,,,,,,,,,6673527143,111547802,0
709880057,,Helmstraße,path,,False,13.033,"LINESTRING (13.3606793 52.4879362, 13.3607101 52.4880519)",,,,,,,,,,6673527143,6673527147,0
12307700,,Crellestraße,path,,False,16.008,"LINESTRING (13.3610271 52.488077, 13.3612287 52.4881522)",,,,,,,,,,6673527144,3632644358,0
12307700,,Crellestraße,path,,False,8.582,"LINESTRING (13.3610271 52.488077, 13.360919 52.4880367)",,,,,,,,,,6673527144,28092690,0
709880058,,Helmstraße,path,,False,11.965,"LINESTRING (13.3610271 52.488077, 13.3608604 52.4881127)",,,,,,,,,,6673527144,6673527146,0
12307859,,Helmstraße,path,,False,9.336,"LINESTRING (13.3608604 52.4881127, 13.360919 52.4880367)",,,,,,,,,,6673527146,28092690,0
709880058,,Helmstraße,path,,False,11.965,"LINESTRING (13.3608604 52.4881127, 13.3610271 52.488077)",,,,,,,,,,6673527146,6673527144,0
"[12307859, 709880059]",,Helmstraße,path,,False,61.583000000000006,"LINESTRING (13.3608604 52.4881127, 13.3606195 52.4882475, 13.3605457 52.4882389, 13.360464 52.4882293, 13.3604625 52.4881714, 13.360462 52.4881528, 13.3607101 52.4880519)",,,,,,,,,,6673527146,6673527147,0
709880057,,Helmstraße,path,,False,13.033,"LINESTRING (13.3607101 52.4880519, 13.3606793 52.4879362)",,,,,,,,,,6673527147,6673527143,0
709880059,,Helmstraße,path,,False,14.245,"LINESTRING (13.3607101 52.4880519, 13.360919 52.4880367)",,,,,,,,,,6673527147,28092690,0
"[709880059, 12307859]",,Helmstraße,path,,False,61.583000000000006,"LINESTRING (13.3607101 52.4880519, 13.360462 52.4881528, 13.3604625 52.4881714, 13.360464 52.4882293, 13.3605457 52.4882389, 13.3606195 52.4882475, 13.3608604 52.4881127)",,,,,,,,,,6673527147,6673527146,0
"[315245296, 59332212, 315245295]",,,path,,False,130.22299999999998,"LINESTRING (13.4135085 52.5202622, 13.4144287 52.5206285, 13.4144834 52.520583, 13.4145005 52.5205673, 13.4145783 52.520496, 13.4146925 52.5204004, 13.414823 52.5202958, 13.4149172 52.5202242)",,,,,,,,,,6719007111,3153670928,0
"[102486256, 254656382]",,,"['cycleway', 'path']",,False,27.808,"LINESTRING (13.3672072 52.49369, 13.3672372 52.4936144, 13.3672161 52.4935287, 13.3671749 52.4934468)",,,,,,,,,,6771809245,268021311,0
24927977,,Achenbachpromenade,path,,False,59.063,"LINESTRING (13.3789917 52.4849351, 13.3789967 52.4848931, 13.3789927 52.484724, 13.3789685 52.4844044)",,,,,,,,,,6816771175,730887384,0
"[271100035, 753392484, 27730726, 729755111, 845145776, 845145779, 10360532]",,Sachsendammsteg,path,,False,249.67599999999996,"LINESTRING (13.3640461 52.4758585, 13.3641225 52.475777, 13.3641602 52.4757686, 13.3643559 52.4757247, 13.3643893 52.4756622, 13.3644539 52.4755413, 13.3644774 52.4754972, 13.3641857 52.4749716, 13.3640327 52.474696, 13.3640199 52.4746689, 13.3639944 52.474564, 13.36393 52.4744403, 13.3640305 52.4742721, 13.3640053 52.4741962, 13.363891 52.4740121, 13.3636498 52.4738797)",,yes,,,,,,,,6835940123,87839110,0
737726669,,,path,,False,27.833,"LINESTRING (13.2217391 52.5486464, 13.221979 52.5488498)",,,,,,,,,,6907259140,34182575,0
737726670,,,path,,False,52.236,"LINESTRING (13.2217391 52.5486464, 13.2224661 52.5488053)",,,,,,,,,,6907259140,3504038595,0
"[43652067, 123485308]",,,path,,False,548.7289999999997,"LINESTRING (13.2217391 52.5486464, 13.2216572 52.5486285, 13.2214505 52.5485721, 13.2212856 52.5485138, 13.2211603 52.5484575, 13.2210954 52.5484138, 13.2209536 52.5483009, 13.2208139 52.5481841, 13.2206873 52.5480439, 13.2205701 52.5478902, 13.220474 52.5477496, 13.2203978 52.5475914, 13.2202329 52.5472613, 13.2202137 52.5472185, 13.2201991 52.5471974, 13.2201661 52.5471773, 13.2200806 52.547154, 13.2196575 52.5470246, 13.2188454 52.5467777, 13.2187939 52.5467626, 13.2182554 52.5466004, 13.2181872 52.5465819, 13.2181312 52.5465725, 13.2180898 52.5465709, 13.2180387 52.5465724, 13.2176879 52.5465885, 13.2171378 52.5466076, 13.216803 52.5466094, 13.2164794 52.5466145, 13.2164414 52.5466166, 13.2164093 52.5466238, 13.2163844 52.5466347, 13.2163641 52.5466461, 13.2163517 52.5466598, 13.2163402 52.5466789, 13.2163293 52.5467022, 13.2163179 52.5467202, 13.2162916 52.546747, 13.2162612 52.5467734, 13.2162131 52.5468084, 13.2161657 52.5468447, 13.2161137 52.5468753, 13.2160834 52.5468892, 13.2160476 52.5469011, 13.2160094 52.5469085, 13.2159299 52.5469181, 13.2159095 52.5469209, 13.2159015 52.5469275, 13.2158988 52.5469332, 13.215905 52.5469388, 13.2159195 52.546941, 13.2159525 52.5469381, 13.2159996 52.5469348, 13.2160491 52.5469351, 13.2161014 52.5469378, 13.2161452 52.5469452, 13.2161538 52.5469531, 13.2161346 52.5469978)",,,,,,,,,,6907259140,28382702,0
755946170,,,path,,False,200.793,"LINESTRING (13.4189645 52.5154849, 13.4191595 52.5157117, 13.4192935 52.5158837, 13.4194823 52.5161342, 13.4197221 52.5164379, 13.4199634 52.5167396, 13.4202593 52.5171095)",,,,,,,,,,6912802039,3940264505,0
739094164,,,path,,False,13.031,"LINESTRING (13.2738564 52.4489049, 13.2737866 52.4487957)",,,,,,,,,,6920201453,1749886758,0
163248097,,,path,,False,14.639,"LINESTRING (13.273558 52.4489727, 13.2734814 52.4488496)",,,,,,,,,,6920201454,1749886761,0
"[37008680, 26551425]",,,path,,False,422.88699999999994,"LINESTRING (13.454199 52.4287073, 13.4542306 52.4286717, 13.4544543 52.4283737, 13.4549446 52.428043, 13.4554237 52.4276951, 13.4566784 52.4277582, 13.4569128 52.4277431, 13.4570818 52.4276845, 13.4575989 52.4273528, 13.4579389 52.4271619, 13.4587507 52.4267257, 13.4588891 52.4266622)",,,,,,,,,,6940468803,291019810,0
396395451,,,path,,False,28.308,"LINESTRING (13.5089328 52.5148335, 13.508862 52.5148587, 13.5085747 52.5149651)",3,,,,,,,,,7007625125,4071464526,0
141346161,,,path,,False,17.73,"LINESTRING (13.4981397 52.4945702, 13.4982431 52.4947167)",3,,,,,,,,,7054570614,1547251889,0
755194351,,,path,,False,13.745,"LINESTRING (13.4981397 52.4945702, 13.4983138 52.4946338)",3,,,,,,,,,7054570614,459883538,0
141346161,,,path,,False,59.125,"LINESTRING (13.4981397 52.4945702, 13.4978282 52.4941291, 13.4977948 52.4940817)",3,,,,,,,,,7054570614,7055001780,0
58980579,,,path,,False,75.66499999999999,"LINESTRING (13.3785984 52.485032, 13.3785932 52.484893, 13.3786695 52.4847437, 13.3789685 52.4844044)",,,,,,,,,,7086505149,730887384,0
727390449,,,path,,False,15.054,"LINESTRING (13.3785741 52.4831636, 13.378647 52.4832915)",,,,,,,,,,7086505151,274227756,0
727390449,,,path,,False,116.218,"LINESTRING (13.3785741 52.4831636, 13.3785694 52.4831553, 13.3784189 52.4828909, 13.3783849 52.482818, 13.378353 52.4827459, 13.3783374 52.4826671, 13.378322 52.4825659, 13.378313 52.4824455, 13.3783316 52.4822633, 13.3783352 52.4821413)",,,,,,,,,,7086505151,502869380,0
"[758746056, 24927977]",,Achenbachpromenade,path,,False,149.029,"LINESTRING (13.3785741 52.4831636, 13.3787459 52.4832225, 13.3787722 52.4832765, 13.3788045 52.483365, 13.3788482 52.4834617, 13.3788812 52.4835648, 13.3788812 52.4836652, 13.3788384 52.4838292, 13.3787929 52.483973, 13.3789296 52.4841294, 13.3789453 52.4841473, 13.3789685 52.4844044)",,,,,,,,,,7086505151,730887384,0
"[759539578, 854299525]",,,path,,False,189.46800000000002,"LINESTRING (13.3660608 52.5353018, 13.3656976 52.5356872, 13.3652443 52.5355355, 13.3651205 52.5354881, 13.3638993 52.5350627)",,,,,,,,,,7095198004,7100937940,0
"[759539578, 854299525]",,,path,,False,189.46800000000002,"LINESTRING (13.3638993 52.5350627, 13.3651205 52.5354881, 13.3652443 52.5355355, 13.3656976 52.5356872, 13.3660608 52.5353018)",,,,,,,,,,7100937940,7095198004,0
764420386,,,path,,False,97.41199999999999,"LINESTRING (13.3661004 52.5347953, 13.3665384 52.5349518, 13.3669404 52.5345387, 13.3670172 52.5344653)",,,,,,,,,,7141357726,7141357727,0
764420386,,,path,,False,97.412,"LINESTRING (13.3670172 52.5344653, 13.3669404 52.5345387, 13.3665384 52.5349518, 13.3661004 52.5347953)",,,,,,,,,,7141357727,7141357726,0
"[431664617, 764420386]",,,"['cycleway', 'path']",,False,236.13700000000003,"LINESTRING (13.3670172 52.5344653, 13.3675982 52.5338872, 13.3657372 52.533189, 13.3655729 52.5331301)",,,,,,,,,,7141357727,5100460868,0
766173531,,,path,,False,37.799,"LINESTRING (13.3670172 52.5344653, 13.3665761 52.5343077, 13.3665536 52.534333)",,,,,,,,,,7141357727,2455956741,0
791351847,,,path,,False,664.3109999999999,"LINESTRING (13.5211805 52.475357, 13.5200863 52.4758257, 13.5194216 52.4761399, 13.5188999 52.4764588, 13.5183587 52.4769435, 13.5180009 52.4773879, 13.5177827 52.4777366, 13.517609 52.4780658, 13.5170627 52.4791041, 13.5168733 52.4794646, 13.5166427 52.4799003, 13.5166278 52.4799286, 13.516446 52.4803549)",,,,,,,,,,7276515894,274671129,0
823973196,,,path,,False,594.188,"LINESTRING (13.1786911 52.5165571, 13.1786208 52.5165002, 13.1782467 52.5162782, 13.1775951 52.5159027, 13.1770495 52.5155583, 13.1764507 52.5151296, 13.1748479 52.5138971, 13.1747099 52.5137744, 13.174503 52.5136348, 13.1731453 52.5125819, 13.1731965 52.5124655)",,,,,,,,,,7306001522,7693076774,0
